0.993164,0.790039,-0.120117,
1.392578,-0.126953,0.161133,
-0.247070,0.025391,-0.065430,
1.591797,0.680664,-0.011719,
-0.251953,-0.466797,0.316406,
1.736328,0.797852,0.197266,
1.486328,-0.990234,0.247070,
1.999023,0.241211,-0.020508,
1.103516,-0.105469,-0.259766,
1.147461,0.595703,-0.102539,
1.999023,-0.234375,-0.316406,
0.492188,-0.331055,-0.007813,
-0.308594,-0.116211,0.204102,
1.174805,-0.964844,0.100586,
1.529297,-0.707031,-0.198242,
1.844727,-0.107422,-0.295898,
0.904297,0.128906,-0.181641,
1.013672,0.188477,-0.262695,
0.494141,-1.037109,0.145508,
-0.855469,-0.472656,-0.781250,
0.666016,0.652344,0.050781,
1.739258,0.626953,-0.575195,
1.275391,-0.418945,-0.479492,
1.999023,0.713867,0.041016,
1.375000,0.468750,0.017578,
0.946289,0.397461,-0.136719,
1.342773,0.050781,-0.140625,
0.122070,-0.145508,0.291016,
1.197266,0.009766,-0.798828,
1.999023,0.123047,-0.025391,
0.806641,0.074219,0.313477,
1.999023,0.345703,-0.389648,
-0.405273,-0.178711,0.766602,
1.542969,0.261719,0.137695,
1.958008,0.315430,0.460938,
1.474609,-0.372070,0.390625,
1.999023,1.229492,0.300781,
0.353516,1.019531,-0.354492,
0.535156,-1.033203,0.206055,
0.818359,-0.270508,-0.122070,
0.470703,-0.260742,0.249023,
0.591797,-0.254883,-0.247070,
0.695313,-0.078125,0.217773,
-0.481445,-0.626953,0.246094,
1.540039,0.605469,-0.097656,
1.022461,1.050781,0.239258,
1.999023,0.305664,0.218750,
0.234375,-0.368164,0.014648,
1.392578,0.297852,0.440430,
1.459961,-0.173828,0.000000,
1.894531,0.107422,-0.911133,
1.092773,-0.410156,-0.506836,
0.566406,0.246094,0.140625,
0.846680,-0.473633,-0.667969,
1.656250,0.298828,-0.448242,
1.101563,-0.110352,0.625977,
0.517578,0.050781,-0.404297,
1.999023,0.756836,0.041016,
0.147461,0.588867,0.274414,
1.979492,0.482422,0.414063,
0.348633,0.303711,-0.475586,
1.004883,-0.404297,0.422852,
1.999023,0.434570,-0.673828,
0.447266,-0.588867,0.079102,
0.490234,-0.228516,0.166016,
1.539063,0.416992,0.228516,
-0.081055,0.072266,0.168945,
1.999023,-0.244141,0.954102,
0.955078,-0.257813,0.340820,
1.707031,0.677734,-0.039063,
-0.452148,0.500000,1.294922,
-0.004883,0.463867,0.582031,
0.315430,-0.356445,0.065430,
0.754883,-0.550781,0.687500,
-0.884766,-1.185547,-0.567383,
0.692383,0.144531,0.352539,
1.111328,-0.297852,-0.518555,
0.779297,-0.661133,0.136719,
0.236328,0.035156,0.041016,
0.033203,0.054688,0.036133,
1.369141,0.250000,0.992188,
1.166016,-0.030273,0.193359,
1.368164,-0.016602,-0.270508,
1.861328,0.150391,-0.127930,
-0.312500,-0.418945,-0.280273,
1.093750,0.585938,0.288086,
-0.114258,0.092773,0.140625,
0.550781,-0.022461,0.033203,
0.336914,0.345703,0.239258,
0.722656,-0.505859,0.572266,
1.192383,0.089844,0.348633,
0.662109,-1.109375,-0.005859,
1.105469,-0.512695,0.500000,
0.305664,-0.125977,0.280273,
1.487305,0.014648,0.237305,
1.135742,0.833984,0.267578,
0.803711,0.430664,-0.337891,
0.697266,0.178711,-0.044922,
1.980469,0.498047,0.078125,
0.338867,0.227539,0.121094,
0.525391,-0.420898,0.017578,
0.082031,-0.679688,-0.717773,
0.183594,-0.876953,0.136719,
0.919922,0.096680,-0.001953,
0.816406,0.554688,-0.016602,
0.700195,0.345703,-0.512695,
1.072266,-0.602539,0.886719,
1.680664,0.380859,0.498047,
1.443359,0.291992,-0.692383,
0.253906,-0.411133,-0.263672,
1.378906,-0.025391,0.554688,
0.272461,-0.150391,0.222656,
1.486328,0.385742,-0.390625,
1.163086,-1.399414,0.317383,
1.999023,0.942383,-0.111328,
-0.143555,-0.462891,0.262695,
1.915039,0.011719,0.353516,
1.276367,0.041992,0.045898,
1.902344,1.415039,-0.326172,
0.411133,-1.057617,-0.362305,
1.999023,-0.584961,0.000000,
0.239258,0.069336,-0.278320,
1.346680,1.416016,-0.517578,
0.974609,0.034180,0.208984,
0.375977,0.123047,0.503906,
1.293945,-0.449219,-0.569336,
0.503906,0.191406,-0.281250,
0.941406,0.047852,0.368164,
0.686523,-0.180664,0.002930,
1.747070,0.270508,-0.104492,
0.956055,0.244141,0.020508,
1.054688,0.333984,-0.226563,
-0.086914,-0.237305,0.281250,
1.420898,-0.190430,-0.460938,
1.979492,-0.291016,0.101563,
1.233398,0.560547,0.456055,
0.755859,-0.370117,-0.127930,
0.958008,-0.423828,-0.211914,
1.999023,1.371094,0.651367,
1.999023,0.277344,-0.417969,
-0.084961,-0.056641,-0.547852,
1.374023,-0.209961,0.083984,
0.495117,0.704102,-0.169922,
1.211914,-0.504883,0.418945,
0.574219,0.473633,0.636719,
1.385742,0.401367,-0.483398,
1.999023,0.321289,-0.594727,
0.270508,0.359375,0.739258,
1.443359,0.963867,0.034180,
0.500977,-0.363281,0.006836,
1.999023,0.793945,-0.681641,
-0.299805,-0.251953,0.722656,
1.827148,0.404297,0.122070,
0.474609,0.009766,0.291016,
1.165039,-0.468750,-0.291016,
0.851563,0.854492,-0.027344,
1.439453,0.188477,0.059570,
1.703125,-0.526367,-0.349609,
-0.249023,-0.073242,0.481445,
0.145508,-0.289063,-0.560547,
1.169922,0.157227,0.042969,
0.892578,0.604492,-0.064453,
-0.832031,-0.302734,-0.016602,
0.951172,0.356445,0.027344,
1.999023,1.264648,-0.111328,
0.450195,-0.750977,0.296875,
1.363281,0.308594,-0.104492,
1.427734,-0.257813,-0.581055,
1.283203,-1.398438,0.172852,
1.999023,-0.881836,0.188477,
1.431641,0.326172,-0.137695,
-0.535156,0.061523,0.302734,
1.294922,1.026367,-0.486328,
1.312500,0.219727,0.110352,
1.354492,0.237305,0.214844,
0.500977,-0.095703,0.435547,
0.033203,0.236328,0.283203,
1.557617,-0.306641,0.500977,
1.380859,-0.289063,-0.209961,
1.028320,-0.987305,-0.169922,
1.425781,0.455078,0.520508,
1.780273,0.574219,-0.092773,
1.666016,-0.227539,0.514648,
0.848633,0.877930,-0.054688,
0.502930,0.670898,0.424805,
0.347656,-0.531250,-0.051758,
0.704102,-0.555664,0.204102,
1.999023,0.263672,0.008789,
0.239258,-0.519531,-0.264648,
0.224609,0.188477,-0.104492,
0.352539,-0.104492,0.220703,
0.946289,0.846680,-0.328125,
1.588867,0.100586,-0.784180,
0.969727,-0.066406,0.493164,
1.703125,0.339844,0.087891,
0.851563,0.495117,-0.451172,
1.834961,0.116211,-0.407227,
1.085938,-0.266602,0.282227,
0.851563,0.602539,-0.142578,
1.068359,0.187500,-0.135742,
0.506836,0.066406,-0.202148,
1.131836,-1.018555,-0.052734,
0.112305,-0.399414,0.260742,
1.473633,0.450195,0.218750,
0.881836,-0.187500,-0.641602,
-0.169922,-1.395508,0.408203,
1.251953,-0.656250,-0.003906,
0.707031,0.212891,-0.692383,
1.410156,-0.071289,0.114258,
0.648438,-0.181641,-0.033203,
1.195313,0.647461,0.140625,
0.179688,-0.028320,0.240234,
0.728516,-0.625977,0.027344,
1.318359,-0.258789,0.637695,
0.787109,-0.392578,-0.183594,
1.999023,-0.583984,0.634766,
-0.447266,0.435547,-0.477539,
-0.703125,-0.162109,-0.187500,
0.993164,0.196289,0.219727,
1.108398,-0.377930,-0.432617,
1.983398,0.416992,-0.551758,
1.999023,0.610352,-0.424805,
0.657227,-0.342773,-0.875000,
-0.025391,-0.544922,0.298828,
0.897461,0.147461,-0.398438,
0.467773,-0.055664,0.195313,
0.946289,-0.574219,0.248047,
0.520508,0.657227,0.819336,
0.578125,-0.276367,0.118164,
1.624023,0.266602,-0.206055,
-0.096680,-0.281250,-0.548828,
1.224609,0.050781,-0.393555,
1.085938,-0.414063,-0.409180,
1.930664,0.691406,0.086914,
1.757813,-0.232422,0.259766,
1.410156,-0.799805,-0.229492,
-0.522461,-0.806641,0.111328,
1.999023,0.751953,-0.026367,
1.999023,0.489258,0.040039,
1.999023,1.263672,-0.465820,
1.999023,0.288086,0.490234,
1.043945,0.010742,0.091797,
0.612305,-0.337891,0.318359,
